track_name,track_artist,playlist_genre,track_popularity
Belly Dancer,"Imanbek, BYOR",electronic,77
Ferrari,"James Hype, Miggy Dela Rosa",electronic,76
(It Goes Like) Nanana - Edit,Peggy Gou,electronic,75
Baianá,Bakermat,electronic,75
Supernova Love,"IVE, David Guetta",electronic,74
Forever Young,"David Guetta, Alphaville, Ava Max",electronic,77
Mwaki,"Zerb, Sofiya Nzau",electronic,74
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",electronic,74
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",electronic,73
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",electronic,73
K.O.,"LAVINIA, Ely Oaks",electronic,72
Move Your Body,"Öwnboss, Sevek",electronic,72
Around The World,"Niklas Dee, René Miller",electronic,72
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",electronic,71
Good Love,"Hannah Laing, RoRo",electronic,71
Never Walk Alone,"BLOND:ISH, Stevie Appleton",electronic,71
adore u,"Fred again.., Obongjayar",electronic,70
Hold On Me,"Kygo, Sandro Cavazza",electronic,68
Makeba - Ian Asher Remix,"Jain, Ian Asher",electronic,69
Tantalizing,"Tiësto, Soaky Siren",electronic,69
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",electronic,69
Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",electronic,69
Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",electronic,69
Love Is The Only Thing,Lost Frequencies,electronic,68
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",electronic,68
Deep In Your Love,"Alok, Bebe Rexha",electronic,68
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",electronic,68
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",electronic,68
Alone,Marshmello,electronic,68
El Listón De Tu Pelo,Los Ángeles Azules,latin,71
17 Años,Los Ángeles Azules,latin,68
Piensa En Mí,Grupo Mojado,latin,73
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",latin,73
ADIVINO,"Myke Towers, Bad Bunny",latin,77
REINA,"Mora, SAIKO",latin,71
HIBIKI,"Bad Bunny, Mora",latin,70
MONACO,Bad Bunny,latin,77
FINA,"Bad Bunny, Young Miko",latin,73
DILUVIO,Rauw Alejandro,latin,81
QLONA,"KAROL G, Peso Pluma",latin,83
WHERE SHE GOES,Bad Bunny,latin,74
Coco Chanel,"Eladio Carrion, Bad Bunny",latin,73
La Jumpa,"Arcángel, Bad Bunny",latin,69
Me Porto Bonito,"Bad Bunny, Chencho Corleone",latin,81
Efecto,Bad Bunny,latin,79
Tití Me Preguntó,Bad Bunny,latin,79
Tarot,"Bad Bunny, JHAYCO",latin,76
La Corriente,"Bad Bunny, Tony Dize",latin,73
MEMORIAS,"Mora, JHAYCO",latin,73
Pa' Que Retozen,Tego Calderón,latin,78
Volví,"Aventura, Bad Bunny",latin,74
Volando - Remix,"Mora, Bad Bunny, Sech",latin,73
Yonaguni,Bad Bunny,latin,75
TE MUDASTE,Bad Bunny,latin,72
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",latin,74
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",latin,69
DÁKITI,"Bad Bunny, JHAYCO",latin,75
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",latin,74
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",latin,72
La Difícil,Bad Bunny,latin,70
A Tu Merced,Bad Bunny,latin,73
Si Veo a Tu Mamá,Bad Bunny,latin,74
La Zona,Bad Bunny,latin,68
Yo Perreo Sola,Bad Bunny,latin,69
Fantasias,"Rauw Alejandro, Farruko",latin,71
Velitas,"Darell, Brytiago",latin,70
LA CANCIÓN,"J Balvin, Bad Bunny",latin,82
QUE PRETENDES,"J Balvin, Bad Bunny",latin,75
Callaita,"Bad Bunny, Tainy",latin,72
Con Altura,"ROSALÍA, J Balvin, El Guincho",latin,69
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",latin,69
Mayores,"Becky G, Bad Bunny",latin,70
512,"Mora, JHAYCO",latin,74
Ay Vamos,J Balvin,latin,72
Borro Cassette,Maluma,latin,82
6 AM,"J Balvin, Farruko",latin,69
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",latin,69
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",latin,70
No Es Justo,"J Balvin, Zion & Lennox",latin,69
Una Vez,"Bad Bunny, Mora",latin,74
Una Locura,"Ozuna, J Balvin, Chencho Corleone",latin,69
Bandido,"Myke Towers, Juhn",latin,70
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",latin,75
EL MAKINON,"KAROL G, Mariah Angeliq",latin,70
Pepas,Farruko,latin,76
ALMAS GEMELAS,Myke Towers,latin,69
Bichiyal,"Bad Bunny, Yaviah",latin,70
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",latin,70
MAMIII,"Becky G, KAROL G",latin,69
Desesperados,"Rauw Alejandro, Chencho Corleone",latin,68
Te Felicito,"Shakira, Rauw Alejandro",latin,70
Después de la Playa,Bad Bunny,latin,71
Moscow Mule,Bad Bunny,latin,79
Agosto,Bad Bunny,latin,71
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",latin,70
GATÚBELA,"KAROL G, Maldy",latin,68
¿Qué Nos Pasó?,Anuel AA,latin,71
Sexo Virtual,Rauw Alejandro,latin,70
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",latin,70
La Bebe - Remix,"Yng Lvcas, Peso Pluma",latin,79
QUEMA,"Ryan Castro, Peso Pluma, SOG",latin,74
LALA,Myke Towers,latin,82
Lollipop,Darell,latin,71
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",latin,72
Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",latin,69
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",latin,68
BELLAKEO,"Peso Pluma, Anitta",latin,75
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",latin,72
Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",latin,71
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",latin,79
Guay,"Ozuna, Bad Gyal",latin,69
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",latin,69
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",latin,75
SI NO ES CONTIGO,Cris Mj,latin,85
Gata Only,"FloyyMenor, Cris Mj",latin,87
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",latin,75
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",latin,70
Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",latin,71
Mejores Jordans,"Victor Mendivil, Oscar Maydon",latin,83
APAGA EL CEL,"FloyyMenor, Lewis Somes",latin,76
LUNA,"Feid, ATL Jacob",latin,88
TU TA RICA,"FloyyMenor, Lewis Somes",latin,76
Parado no Bailão,"MC L da Vinte, MC Gury",brazilian,73
Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",brazilian,70
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",brazilian,72
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",brazilian,72
Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",brazilian,69
MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",brazilian,77
Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",brazilian,78
THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",brazilian,78
Louca Encubada,"Dj Samir, Rodricci, Launch13",brazilian,71
DANÇA PRA ME PROVOCAR,"DJ JOÃO PEREIRA, MC Koringa",brazilian,68
Tá OK,"DENNIS, MC Kevin o Chris",brazilian,71
WHINE IN BRAZIL FUNK,Ichiss,brazilian,72
TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",brazilian,70
Onlar Anlamaz Halden,Semicenk,turkish,75
Geçiyor Zaman,Semicenk,turkish,75
Kader Sağ Olsun,Semicenk,turkish,70
Küle Dönmüşsün,"Semicenk, Doğu Swag",turkish,72
Önümüz Yaz,Simge,turkish,74
Kafamın İçi,"Ebru Yaşar, Siyam, Zeyd",turkish,68
Lan,Zeynep Bastık,turkish,69
Self Care,Mac Miller,hip-hop,73
"I'm Good Luv, Enjoy.",Aaron May,hip-hop,75
Doomsday,"MF DOOM, Pebbles The Invisible Girl",hip-hop,72
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",hip-hop,87
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",hip-hop,72
A Cold Sunday,Lil Yachty,hip-hop,72
infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",hip-hop,70
MY EYES,Travis Scott,hip-hop,82
Devil In A New Dress,"Kanye West, Rick Ross",hip-hop,76
Love Yourz,J. Cole,hip-hop,73
Go Flex,Post Malone,hip-hop,72
Champagne Shots,Sainté,hip-hop,68
Rich Spirit,Kendrick Lamar,hip-hop,73
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",hip-hop,84
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",hip-hop,84
Righteous Minds,Joey Bada$$,hip-hop,68
Everybody Dies In Their Nightmares,XXXTENTACION,hip-hop,81
It Was A Good Day,Ice Cube,hip-hop,78
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",hip-hop,73
Weekend (feat. Miguel),"Mac Miller, Miguel",hip-hop,72
a lot,21 Savage,hip-hop,77
Flashing Lights,"Kanye West, Dwele",hip-hop,83
Redbone,Childish Gambino,hip-hop,78
Passionfruit,Drake,hip-hop,80
Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",hip-hop,68
Show Me,Joey Bada$$,hip-hop,68
Revenge,XXXTENTACION,hip-hop,84
Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",hip-hop,69
Homecoming,"Kanye West, Chris Martin",hip-hop,79
Break from Toronto,PARTYNEXTDOOR,hip-hop,83
You Know How We Do It,Ice Cube,hip-hop,76
Fuck Love,"XXXTENTACION, Trippie Redd",hip-hop,84
DUCKWORTH.,Kendrick Lamar,hip-hop,72
Good Morning,Kanye West,hip-hop,70
Neighbors,J. Cole,hip-hop,68
Teenage Fever,Drake,hip-hop,77
Awolowo,Fido,ambient,71
Holy Ghost,Omah Lay,ambient,70
"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver",ambient,72
Rush,Ayra Starr,ambient,68
Free Mind,Tems,ambient,72
Essence (feat. Tems),"Wizkid, Tems",ambient,70
In My Bed,"Rotimi, Wale",ambient,68
Location (feat. Burna Boy),"Dave, Burna Boy",ambient,73
Higher,Tems,ambient,72
KU LO SA - A COLORS SHOW,Oxlade,ambient,70
Touches,Somnum Magnam,ambient,72
Rosyln,"Bon Iver, St. Vincent",ambient,75
Lights Are On,Tom Rosenthal,ambient,77
Take Me To Church,Hozier,ambient,81
cardigan,Taylor Swift,ambient,83
Young And Beautiful,Lana Del Rey,ambient,83
My Love Mine All Mine,Mitski,ambient,88
idfc,blackbear,ambient,71
As the World Caves In,Matt Maltese,ambient,68
The 30th,Billie Eilish,ambient,72
Like Real People Do,Hozier,ambient,72
Happiness is a butterfly,Lana Del Rey,ambient,73
listen before i go,Billie Eilish,ambient,74
Astronomy,Conan Gray,ambient,72
From the Dining Table,Harry Styles,ambient,69
Getting Older,Billie Eilish,ambient,70
rises the moon,Liana Flores,ambient,81
ceilings,Lizzy McAlpine,ambient,80
Sparks,Coldplay,ambient,85
In My Room,Chance Peña,ambient,76
Waiting Room,Phoebe Bridgers,ambient,75
Chemtrails Over The Country Club,Lana Del Rey,ambient,79
How to disappear,Lana Del Rey,ambient,70
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"Taylor Swift, Phoebe Bridgers",ambient,71
State Lines,Novo Amor,ambient,73
Where's My Love - Acoustic,SYML,ambient,72
Apocalypse,Cigarettes After Sex,ambient,87
Anchor,Novo Amor,ambient,78
Brooklyn Baby,Lana Del Rey,ambient,80
Would That I,Hozier,ambient,74
lacy,Olivia Rodrigo,ambient,75
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,ambient,72
Feels Like,Gracie Abrams,ambient,73
Black Friday,Tom Odell,ambient,71
Male Fantasy,Billie Eilish,ambient,70
Cherry Wine - Live,Hozier,ambient,68
We'll Never Have Sex,Leith Ross,ambient,68
Margaret (feat. Bleachers),"Lana Del Rey, Bleachers",ambient,78
Miserable Man,David Kushner,ambient,68
Halley's Comet,Billie Eilish,ambient,75
Did It Again,Lil Tecca,hip-hop,72
Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",hip-hop,71
Lust,Lil Skies,hip-hop,70
Conceited,Lil Uzi Vert,hip-hop,68
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",hip-hop,73
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",hip-hop,73
witchblades,"Lil Peep, Lil Tracy",hip-hop,71
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",hip-hop,73
Suicidal,YNW Melly,hip-hop,73
Flaws And Sins,Juice WRLD,hip-hop,70
Down With Me,Lil Tecca,hip-hop,70
Wow.,Post Malone,hip-hop,77
Maria I'm Drunk (feat. Justin Bieber & Young Thug),"Travis Scott, Justin Bieber, Young Thug",hip-hop,71
Still Think About You,A Boogie Wit da Hoodie,hip-hop,73
Come & Go (with Marshmello),"Juice WRLD, Marshmello",hip-hop,75
500lbs,Lil Tecca,hip-hop,78
16,Baby Keem,hip-hop,77
Chemical,Post Malone,hip-hop,75
I Just Called To Say I Love You,Stevie Wonder,korean,74
Stay With Me,"CHANYEOL, Punch",korean,69
Sudden Shower,ECLIPSE,korean,70
Christmas Tree,V,korean,69
Boyfriend,YEONJUN,korean,69
Love You With All My Heart,Crush,korean,69
Stay Alive (Prod. SUGA of BTS),Jung Kook,korean,68
Me Fui de Vacaciones,Bad Bunny,world,70
Chachachá,Jósean Log,world,77
Nunca Es Suficiente,"Los Ángeles Azules, Natalia Lafourcade",world,71
Muerte En Hawaii,Calle 13,world,69
Harpy Hare,Yaelokre,folk,76
Russian Bandana,Dhanda Nyoliwala,hip-hop,74
Sifar Safar,Karan Aujla,hip-hop,70
Knife Brows,Dhanda Nyoliwala,hip-hop,68
Baller,"Shubh, Ikky",hip-hop,68
Winning Speech,"Karan Aujla, Mxrci",hip-hop,75
Still Rollin,Shubh,hip-hop,71
9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",hip-hop,73
Cheques,Shubh,hip-hop,75
MVP,Shubh,hip-hop,70
8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",hip-hop,68
King Shit,Shubh,hip-hop,72
One Love,Shubh,hip-hop,75
On Top,Karan Aujla,hip-hop,70
Old Money,AP Dhillon,hip-hop,71
Tu hai kahan,AUR,hip-hop,75
Bandana,Shubh,hip-hop,73
Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",electronic,75
My Love (2024),"Alex Wann, Route 94, Jess Glynne",electronic,69
Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",electronic,71
Beso (Fruta Fresca),"Wakyin, Carlos Vives",electronic,70
Sideways,"Gordo, Drake",electronic,70
Famax - Edit,RAFFA GUIDO,electronic,69
Waltz,Fabrizio Paterlini,classical,71
Nuvole Bianche,Ludovico Einaudi,classical,70
Idea 1,Gibran Alcocer,classical,71
Oceans Apart,Ben Crosland,classical,70
Idea 9,Gibran Alcocer,classical,72
Time,Hans Zimmer,classical,71
Nightcall,Kavinsky,electronic,73
stellar,".diedlonely, énouement",electronic,70
memories,leadwave,electronic,70
I'm God,"Clams Casino, Imogen Heap",electronic,74
Resonance,Home,electronic,68
A Bird's Last Look,Macabre Plaza,electronic,72
Veridis Quo,Daft Punk,electronic,70
Dark Beach,Pastel Ghost,electronic,73
LET GO,Central Cee,hip-hop,72
2MS,Nemzzz,hip-hop,69
UK Rap,"Dave, Central Cee",hip-hop,69
Eres,Café Tacvba,rock,74
La Camisa Negra,Juanes,rock,72
A Dios Le Pido,Juanes,rock,72
Es Por Ti,Juanes,rock,77
Luz De Dia,Los Enanitos Verdes,rock,70
Mientes,Camila,rock,77
Todo Cambió,Camila,rock,75
Fotografía,"Juanes, Nelly Furtado",rock,68
Te Lo Pido por Favor,Jaguares,rock,68
Maldito duende,Heroes Del Silencio,rock,68
Nada Valgo Sin Tu Amor,Juanes,rock,70
La Célula Que Explota,Caifanes,rock,72
Afuera,Caifanes,rock,73
Agua,Jarabe De Palo,rock,68
Como te extraño mi amor,Café Tacvba,rock,69
Devuélveme a mi chica,Hombres G,rock,78
Lamento Boliviano,Los Enanitos Verdes,rock,77
Te quiero,Hombres G,rock,68
Clavado en Un Bar,Maná,rock,74
Chammak Challo,"Akon, Hamsika Iyer",indian,72
Proper Patola,"Badshah, Diljit Dosanjh, Aastha Gill",indian,70
Papaoutai,Stromae,electronic,70
Djadja,Aya Nakamura,electronic,68
Je veux,Zaz,electronic,68
Casanova,"Soolking, Gazo",electronic,71
Voyage voyage,Desireless,electronic,70
Dernière danse,Indila,electronic,77
Love Story,Indila,electronic,74
Formidable,Stromae,electronic,70
Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",electronic,71
Seya,"SativaMusic, Morad, GIMS",electronic,73
Tous les mêmes,Stromae,electronic,68
Est-ce que tu m'aimes ? - Pilule bleue,GIMS,electronic,74
Solitaire,Werenoi,electronic,68
Imagine,Carbonne,electronic,74
MANON B,"Tiakola, Ryflo, Oskoow",electronic,69
PONA NINI,"Tiakola, Genezio, Prototype",electronic,71
Tieduprightnow,Parcels,indie,71
Borderline,Tame Impala,indie,79
Is It True,Tame Impala,indie,68
Calm Down,Rema,latin,69
Fountains (with Tems),"Drake, Tems",latin,68
UNAVAILABLE (feat. Musa Keys),"Davido, Musa Keys",latin,69
People,Libianca,latin,76
soso,Omah Lay,latin,74
KANTE (feat. Fave),"Davido, FAVE",latin,69
Barcelona,"Alan Walker, Ina Wroldsen",pop,69
