name,genre,score,star
Young Adam,Crime,6.4,Ewan McGregor
Hollywood Homicide,Action,5.3,Harrison Ford
Evil,Drama,7.8,Andreas Wilson
National Security,Action,5.6,Martin Lawrence
The Triplets of Belleville,Animation,7.8,Michèle Caucheteux
Untold Scandal,Drama,6.9,Mi-sook Lee
Twentynine Palms,Drama,5.2,Yekaterina Golubeva
Stuck on You,Comedy,5.7,Matt Damon
Ned Kelly,Action,6.5,Heath Ledger
Tokyo Godfathers,Animation,7.8,Tôru Emori
Dorm Daze,Comedy,4.6,Tatyana Ali
The Blind Swordsman: Zatoichi,Action,7.5,Takeshi Kitano
Bright Young Things,Comedy,6.6,Stephen Campbell Moore
Love Me If You Dare,Comedy,7.6,Guillaume Canet
Bulletproof Monk,Action,5.5,Chow Yun-Fat
Down with Love,Comedy,6.3,Ewan McGregor
Biker Boyz,Action,4.7,Laurence Fishburne
The Green Butchers,Comedy,7.3,Nikolaj Lie Kaas
The Medallion,Action,5.3,Jackie Chan
American Splendor,Biography,7.4,Paul Giamatti
The Shape of Things,Comedy,6.7,Paul Rudd
Party Monster,Biography,6.3,Macaulay Culkin
Bringing Down the House,Comedy,5.6,Steve Martin
Willard,Drama,6.1,Crispin Glover
Love Don't Cost a Thing,Comedy,5.2,Nick Cannon
The Best of Youth,Drama,8.5,Luigi Lo Cascio
The in-Laws,Action,5.7,Albert Brooks
Confidence,Crime,6.7,Edward Burns
Latter Days,Comedy,7.0,Wes Ramsey
Beyond Borders,Adventure,6.5,Clive Owen
It Runs in the Family,Comedy,5.6,Kirk Douglas
Chasing Papi,Comedy,4.8,Eduardo Verástegui
The Fighting Temptations,Comedy,5.6,Cuba Gooding Jr.
Anything Else,Comedy,6.3,Woody Allen
I Capture the Castle,Drama,6.9,Romola Garai
Camp,Comedy,6.2,Don Dixon
The Jungle Book 2,Animation,5.4,John Goodman
My Boss's Daughter,Comedy,4.7,Ashton Kutcher
A Guy Thing,Comedy,5.6,Jason Lee
Intermission,Comedy,6.8,Cillian Murphy
All the Real Girls,Drama,6.8,Zooey Deschanel
From Justin to Kelly,Comedy,2.1,Kelly Clarkson
Owning Mahowny,Crime,7.1,Philip Seymour Hoffman
Head of State,Comedy,5.5,Chris Rock
The Singing Detective,Comedy,5.5,Robert Downey Jr.
Pieces of April,Comedy,7.0,Katie Holmes
Code 46,Drama,6.2,Tim Robbins
Time of the Wolf,Drama,6.6,Isabelle Huppert
Barely Legal,Comedy,4.7,Erik von Detten
Nathalie...,Drama,6.3,Fanny Ardant
The Order,Horror,5.2,Heath Ledger
Gozu,Crime,7.0,Yûta Sone
Veronica Guerin,Biography,6.9,Cate Blanchett
Shade,Crime,6.3,Joe Nicolo
The Mother,Drama,6.8,Anne Reid
Sylvia,Biography,6.3,Gwyneth Paltrow
Rugrats Go Wild,Animation,5.6,Jodi Carlisle
The Divorce,Comedy,4.9,Kate Hudson
Luther,Biography,6.6,Joseph Fiennes
Pride and Prejudice,Comedy,5.1,Kam Heskin
Saints and Soldiers,Action,6.7,Corbin Allred
Carandiru,Drama,7.6,Enrique Diaz
Taxi 3,Action,5.8,Samy Naceri
My Life Without Me,Drama,7.5,Sarah Polley
The Company,Drama,6.3,Neve Campbell
The Barbarian Invasions,Comedy,7.6,Rémy Girard
Good Boy,Comedy,5.1,Liam Aiken
The United States of Leland,Drama,7.0,Ryan Gosling
How to Deal,Comedy,5.6,Mandy Moore
It's All About Love,Drama,5.4,Joaquin Phoenix
Masked and Anonymous,Comedy,5.4,Bob Dylan
Control,Comedy,7.6,Sándor Csányi
The Girl Next Door,Comedy,6.7,Emile Hirsch
EuroTrip,Comedy,6.6,Scott Mechlowicz
Dodgeball: A True Underdog Story,Comedy,6.7,Ben Stiller
White Chicks,Comedy,5.6,Marlon Wayans
Mean Girls,Comedy,7.0,Lindsay Lohan
Harry Potter and the Prisoner of Azkaban,Adventure,7.9,Daniel Radcliffe
Troy,Drama,7.2,Brad Pitt
Eternal Sunshine of the Spotless Mind,Drama,8.3,Jim Carrey
Kill Bill: Vol. 2,Action,8.0,Uma Thurman
The Notebook,Drama,7.8,Gena Rowlands
The Terminal,Comedy,7.4,Tom Hanks
Van Helsing,Action,6.1,Hugh Jackman
The Incredibles,Animation,8.0,Craig T. Nelson
Saw,Horror,7.6,Cary Elwes
Collateral,Crime,7.5,Tom Cruise
The Aviator,Biography,7.5,Leonardo DiCaprio
Spider-Man 2,Action,7.3,Tobey Maguire
The Punisher,Action,6.4,Thomas Jane
"I, Robot",Action,7.1,Will Smith
Howl's Moving Castle,Animation,8.2,Chieko Baishô
Spanglish,Comedy,6.4,Adam Sandler
Million Dollar Baby,Drama,8.1,Hilary Swank
Shaun of the Dead,Comedy,7.9,Simon Pegg
The Village,Drama,6.5,Sigourney Weaver
My Summer of Love,Drama,6.7,Natalie Press
The Butterfly Effect,Drama,7.6,Ashton Kutcher
The Day After Tomorrow,Action,6.4,Dennis Quaid
Layer Cake,Action,7.3,Daniel Craig
Napoleon Dynamite,Comedy,6.9,Jon Heder
50 First Dates,Comedy,6.8,Adam Sandler
Man on Fire,Action,7.7,Denzel Washington
Downfall,Biography,8.2,Bruno Ganz
13 Going on 30,Comedy,6.2,Jennifer Garner
Shrek 2,Animation,7.2,Mike Myers
Crash,Crime,7.7,Don Cheadle
The Bourne Supremacy,Action,7.7,Matt Damon
Dawn of the Dead,Action,7.3,Sarah Polley
The Passion of the Christ,Drama,7.2,Jim Caviezel
Resident Evil: Apocalypse,Action,6.2,Milla Jovovich
Hellboy,Action,6.8,Ron Perlman
Anchorman: The Legend of Ron Burgundy,Comedy,7.2,Will Ferrell
Walking Tall,Action,6.3,Dwayne Johnson
The Life Aquatic with Steve Zissou,Action,7.3,Bill Murray
A Series of Unfortunate Events,Adventure,6.8,Jim Carrey
The Machinist,Drama,7.7,Christian Bale
The Phantom of the Opera,Drama,7.2,Gerard Butler
Closer,Drama,7.2,Natalie Portman
National Treasure,Action,6.9,Nicolas Cage
Alexander,Action,5.6,Colin Farrell
The Chronicles of Riddick,Action,6.7,Vin Diesel
9 Songs,Drama,4.8,Kieran O'Brien
The Manchurian Candidate,Drama,6.6,Denzel Washington
King Arthur,Action,6.3,Clive Owen
Ocean's Twelve,Crime,6.5,George Clooney
Harold & Kumar Go to White Castle,Adventure,7.0,John Cho
Blade: Trinity,Action,5.8,Wesley Snipes
Alien vs. Predator,Action,5.6,Sanaa Lathan
Meet the Fockers,Comedy,6.3,Ben Stiller
Sideways,Comedy,7.5,Paul Giamatti
Friday Night Lights,Action,7.2,Billy Bob Thornton
Starsky & Hutch,Comedy,6.1,Ben Stiller
Shark Tale,Animation,6.0,Will Smith
Before Sunset,Drama,8.1,Ethan Hawke
Ella Enchanted,Comedy,6.3,Anne Hathaway
Primer,Drama,6.9,Shane Carruth
A Cinderella Story,Comedy,5.9,Hilary Duff
Along Came Polly,Comedy,6.0,Ben Stiller
Somersault,Drama,6.7,Abbie Cornish
The SpongeBob SquarePants Movie,Animation,7.1,Tom Kenny
Scooby-Doo 2: Monsters Unleashed,Adventure,5.1,Freddie Prinze Jr.
The Ladykillers,Comedy,6.2,Tom Hanks
Hotel Rwanda,Biography,8.1,Don Cheadle
Taking Lives,Crime,6.2,Angelina Jolie
Kung Fu Hustle,Action,7.7,Stephen Chow
The Perfect Score,Comedy,5.7,Scarlett Johansson
Garden State,Comedy,7.4,Zach Braff
The Princess Diaries 2: Royal Engagement,Comedy,5.8,Anne Hathaway
Twisted,Crime,5.3,Ashley Judd
Catwoman,Action,3.4,Halle Berry
Seed of Chucky,Comedy,4.8,Jennifer Tilly
2046,Drama,7.4,Tony Chiu-Wai Leung
Torque,Action,4.1,Martin Henderson
Ray,Biography,7.7,Jamie Foxx
Chasing Liberty,Comedy,6.1,Mandy Moore
Secret Window,Drama,6.5,Johnny Depp
Bride & Prejudice,Comedy,6.2,Martin Henderson
Finding Neverland,Biography,7.7,Johnny Depp
Team America: World Police,Action,7.2,Trey Parker
Sleepover,Comedy,5.4,Alexa PenaVega
The Grudge,Horror,5.9,Sarah Michelle Gellar
Around the World in 80 Days,Action,5.9,Jackie Chan
Wimbledon,Comedy,6.3,Kirsten Dunst
The Adventures of Sharkboy and Lavagirl 3-D,Action,3.7,Cayden Boyd
The Polar Express,Animation,6.6,Tom Hanks
Without a Paddle,Adventure,5.9,Matthew Lillard
Miracle,Biography,7.5,Kurt Russell
Mindhunters,Crime,6.4,Val Kilmer
Mysterious Skin,Drama,7.6,Brady Corbet
The Prince and Me,Comedy,5.9,Julia Stiles
Taxi,Action,4.5,Queen Latifah
Wicker Park,Drama,7.0,Josh Hartnett
Cellular,Action,6.5,Kim Basinger
Kinsey,Biography,7.1,Liam Neeson
Anacondas: The Hunt for the Blood Orchid,Action,4.7,Morris Chestnut
The Heart Is Deceitful Above All Things,Drama,6.4,Asia Argento
Confessions of a Teenage Drama Queen,Comedy,4.7,Lindsay Lohan
Raising Helen,Comedy,6.0,Kate Hudson
Fat Albert,Comedy,4.3,Kenan Thompson
Sky Captain and the World of Tomorrow,Action,6.0,Gwyneth Paltrow
The Final Cut,Drama,6.2,Robin Williams
The Stepford Wives,Comedy,5.3,Nicole Kidman
Shall We Dance,Comedy,6.1,Richard Gere
House of Flying Daggers,Action,7.5,Ziyi Zhang
District B13,Action,7.1,Cyril Raffaelli
Dead Man's Shoes,Crime,7.6,Paddy Considine
After the Sunset,Action,6.3,Pierce Brosnan
A Very Long Engagement,Drama,7.6,Audrey Tautou
The Forgotten,Drama,5.8,Julianne Moore
Flight of the Phoenix,Action,6.1,Dennis Quaid
Saved!,Comedy,6.7,Jena Malone
Garfield,Animation,5.0,Breckin Meyer
In Good Company,Comedy,6.4,Dennis Quaid
First Daughter,Comedy,5.1,Katie Holmes
Jersey Girl,Comedy,6.2,Ben Affleck
The Alamo,Drama,6.0,Dennis Quaid
A Love Song for Bobby Long,Drama,7.1,Scarlett Johansson
Raise Your Voice,Family,5.9,Hilary Duff
Hidalgo,Action,6.7,Viggo Mortensen
Bridget Jones: The Edge of Reason,Comedy,6.0,Renée Zellweger
Mean Creek,Crime,7.2,Rory Culkin
Dirty Dancing: Havana Nights,Drama,6.0,Diego Luna
D.E.B.S.,Action,5.3,Sara Foster
The Motorcycle Diaries,Adventure,7.8,Gael García Bernal
Club Dread,Comedy,5.7,Jay Chandrasekhar
Eros,Drama,6.0,Robert Downey Jr.
Bad Education,Crime,7.4,Gael García Bernal
Soul Plane,Comedy,4.5,Dwayne Adway
3-Iron,Crime,8.0,Seung-Yun Lee
Thunderbirds,Action,4.3,Bill Paxton
New York Minute,Comedy,5.0,Mary-Kate Olsen
Birth,Drama,6.2,Nicole Kidman
Vanity Fair,Drama,6.2,Reese Witherspoon
Exorcist: the Beginning,Horror,5.1,Stellan Skarsgård
A Dirty Shame,Comedy,5.1,Tracey Ullman
Swades,Drama,8.2,Shah Rukh Khan
I Heart Huckabees,Comedy,6.6,Jason Schwartzman
The Sea Inside,Biography,8.0,Javier Bardem
The Door in the Floor,Comedy,6.7,Jeff Bridges
The Whole Ten Yards,Comedy,5.5,Bruce Willis
Envy,Comedy,4.8,Ben Stiller
Alfie,Comedy,6.2,Jude Law
Superbabies: Baby Geniuses 2,Comedy,1.9,Jon Voight
Nobody Knows,Drama,8.1,Yûya Yagira
Black Friday,Action,8.5,Kay Kay Menon
Johnson Family Vacation,Comedy,4.5,Cedric the Entertainer
The Chorus,Comedy,7.9,Gérard Jugnot
The Woodsman,Drama,7.2,Kevin Bacon
Three... Extremes,Horror,7.0,Bai Ling
Spartan,Action,6.5,Val Kilmer
Home on the Range,Animation,5.4,Judi Dench
Christmas with the Kranks,Comedy,5.4,Tim Allen
Win a Date with Tad Hamilton!,Comedy,5.6,Kate Bosworth
Night Watch,Action,6.4,Konstantin Khabenskiy
The Merchant of Venice,Drama,7.0,Al Pacino
Ladder 49,Action,6.5,Joaquin Phoenix
The Libertine,Biography,6.3,Johnny Depp
Ma mère,Drama,5.1,Isabelle Huppert
You Got Served,Drama,3.9,Omarion
A Good Woman,Drama,6.5,Helen Hunt
Beyond the Sea,Biography,6.7,Kevin Spacey
Ladies in Lavender,Drama,7.0,Judi Dench
Eulogy,Comedy,6.5,Ray Romano
Before the Fall,Drama,7.4,Max Riemelt
Saving Face,Comedy,7.4,Joan Chen
The Big Bounce,Comedy,4.9,Owen Wilson
Veer-Zaara,Drama,7.8,Shah Rukh Khan
Little Black Book,Comedy,5.3,Brittany Murphy
Laws of Attraction,Comedy,5.9,Pierce Brosnan
Undertow,Drama,6.6,Jamie Bell
Head in the Clouds,Drama,6.6,Charlize Theron
Maria Full of Grace,Crime,7.4,Catalina Sandino Moreno
Vera Drake,Crime,7.6,Imelda Staunton
Millions,Comedy,6.9,Alex Etel
It's All Gone Pete Tong,Biography,7.3,Paul Kaye
Catch That Kid,Action,5.2,Kristen Stewart
Lakshya,Action,7.9,Hrithik Roshan
Main Hoon Na,Action,7.0,Shah Rukh Khan
Tae Guk Gi: The Brotherhood of War,Action,8.0,Jang Dong-Gun
Lila dit ça,Crime,6.9,Vahina Giocante
Five Times Two,Drama,6.6,Valeria Bruni Tedeschi
She Hate Me,Comedy,5.3,Anthony Mackie
Mind Game,Animation,7.8,Kôji Imada
As It Is in Heaven,Comedy,7.5,Michael Nyqvist
Palindromes,Comedy,6.7,Jennifer Jason Leigh
Dhoom,Action,6.7,Abhishek Bachchan
Welcome to Mooseport,Comedy,5.2,Gene Hackman
Ghost in the Shell 2: Innocence,Animation,7.5,Akio Ôtsuka
Clifford's Really Big Movie,Animation,5.4,John Ritter
Summer Storm,Comedy,7.2,Robert Stadlober
Melinda and Melinda,Comedy,6.4,Will Ferrell
Harry Potter and the Goblet of Fire,Adventure,7.7,Daniel Radcliffe
The 40-Year-Old Virgin,Comedy,7.1,Steve Carell
Memoirs of a Geisha,Drama,7.3,Ziyi Zhang
Pride & Prejudice,Drama,7.8,Keira Knightley
Batman Begins,Action,8.2,Christian Bale
The Descent,Adventure,7.2,Shauna Macdonald
Brokeback Mountain,Drama,7.7,Jake Gyllenhaal
Sin City,Crime,8.0,Mickey Rourke
Charlie and the Chocolate Factory,Adventure,6.6,Johnny Depp
V for Vendetta,Action,8.1,Hugo Weaving
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,6.9,Tilda Swinton
Wedding Crashers,Comedy,6.9,Owen Wilson
War of the Worlds,Adventure,6.5,Tom Cruise
Kingdom of Heaven,Action,7.2,Orlando Bloom
Constantine,Action,7.0,Keanu Reeves
Star Wars: Episode III - Revenge of the Sith,Action,7.5,Hayden Christensen
King Kong,Action,7.2,Naomi Watts
The Hitchhiker's Guide to the Galaxy,Adventure,6.7,Martin Freeman
Fantastic Four,Action,5.7,Ioan Gruffudd
Green Street Hooligans,Crime,7.4,Elijah Wood
Serenity,Action,7.8,Nathan Fillion
Mr. & Mrs. Smith,Action,6.5,Brad Pitt
The Island,Action,6.8,Scarlett Johansson
Waiting...,Comedy,6.7,Ryan Reynolds
Match Point,Drama,7.6,Scarlett Johansson
Hostel,Horror,5.9,Jay Hernandez
Sky High,Adventure,6.2,Kurt Russell
Assault on Precinct 13,Action,6.3,Ethan Hawke
Madagascar,Animation,6.9,Chris Rock
Hard Candy,Drama,7.1,Patrick Wilson
The Sisterhood of the Traveling Pants,Comedy,6.5,Amber Tamblyn
The Longest Yard,Comedy,6.4,Adam Sandler
Red Eye,Thriller,6.5,Rachel McAdams
House of Wax,Horror,5.4,Chad Michael Murray
Four Brothers,Action,6.8,Mark Wahlberg
The Dukes of Hazzard,Comedy,5.1,Seann William Scott
The Interpreter,Crime,6.4,Nicole Kidman
Walk the Line,Biography,7.8,Joaquin Phoenix
Lords of Dogtown,Biography,7.1,Heath Ledger
Munich,Action,7.5,Eric Bana
Kiss Kiss Bang Bang,Comedy,7.5,Robert Downey Jr.
The Constant Gardener,Drama,7.4,Ralph Fiennes
The Pacifier,Action,5.6,Vin Diesel
A History of Violence,Drama,7.4,Viggo Mortensen
The Devil's Rejects,Horror,6.8,Sid Haig
Hitch,Comedy,6.6,Will Smith
Mirrormask,Adventure,6.8,Stephanie Leonidas
Rent,Drama,6.9,Taye Diggs
Robots,Animation,6.3,Ewan McGregor
Jarhead,Action,7.0,Jake Gyllenhaal
Into the Blue,Action,5.9,Paul Walker
Saw II,Horror,6.6,Donnie Wahlberg
Revolver,Action,6.4,Jason Statham
Flightplan,Drama,6.3,Jodie Foster
Coach Carter,Biography,7.3,Samuel L. Jackson
Dark Water,Drama,5.6,Jennifer Connelly
Lord of War,Action,7.6,Nicolas Cage
Zathura: A Space Adventure,Action,6.2,Josh Hutcherson
The Quiet,Crime,6.2,Camilla Belle
The Amityville Horror,Horror,6.0,Ryan Reynolds
Be Cool,Comedy,5.6,John Travolta
Just Friends,Comedy,6.2,Ryan Reynolds
"Yours, Mine & Ours",Comedy,5.5,Dennis Quaid
Cinderella Man,Biography,8.0,Russell Crowe
Nanny McPhee,Comedy,6.6,Emma Thompson
The Brothers Grimm,Action,5.9,Matt Damon
Sahara,Action,6.0,Matthew McConaughey
Corpse Bride,Animation,7.3,Johnny Depp
Transporter 2,Action,6.3,Jason Statham
Two for the Money,Crime,6.3,Matthew McConaughey
The New World,Biography,6.7,Colin Farrell
Brick,Action,7.3,Joseph Gordon-Levitt
Wolf Creek,Horror,6.2,Nathan Phillips
Breakfast on Pluto,Comedy,7.2,Cillian Murphy
The Exorcism of Emily Rose,Drama,6.7,Laura Linney
Elektra,Action,4.7,Jennifer Garner
Doom,Action,5.2,Karl Urban
The Legend of Zorro,Action,6.0,Antonio Banderas
Cheaper by the Dozen 2,Adventure,5.5,Steve Martin
Æon Flux,Action,5.5,Charlize Theron
Son of the Mask,Comedy,2.2,Jamie Kennedy
Rumor Has It...,Comedy,5.5,Jennifer Aniston
The Producers,Comedy,6.3,Nathan Lane
The Ringer,Comedy,5.8,Johnny Knoxville
Kicking & Screaming,Comedy,5.6,Will Ferrell
The Cave,Action,5.1,Piper Perabo
Lady Vengeance,Crime,7.6,Nam-mi Kang
Broken Flowers,Comedy,7.2,Bill Murray
Fun with Dick and Jane,Comedy,6.2,Jim Carrey
Imagine Me & You,Comedy,6.8,Piper Perabo
The Family Stone,Comedy,6.3,Dermot Mulroney
Just Like Heaven,Comedy,6.7,Reese Witherspoon
Capote,Biography,7.3,Philip Seymour Hoffman
The Skeleton Key,Drama,6.5,Kate Hudson
The Squid and the Whale,Comedy,7.3,Owen Kline
Land of the Dead,Horror,6.2,John Leguizamo
Man of the House,Comedy,5.4,Tommy Lee Jones
Elizabethtown,Comedy,6.4,Orlando Bloom
Chicken Little,Animation,5.7,Zach Braff
Monster-in-Law,Comedy,5.6,Jennifer Lopez
Domino,Action,5.9,Keira Knightley
The Ring Two,Horror,5.4,Naomi Watts
London,Drama,6.5,Jessica Biel
Deuce Bigalow: European Gigolo,Comedy,4.7,Rob Schneider
Harsh Times,Action,6.9,Christian Bale
Diary of a Mad Black Woman,Comedy,5.8,Kimberly Elise
Herbie Fully Loaded,Adventure,4.8,Lindsay Lohan
Wallace & Gromit: The Curse of the Were-Rabbit,Animation,7.4,Peter Sallis
Casanova,Adventure,6.5,Heath Ledger
The Jacket,Drama,7.1,Adrien Brody
The Wedding Date,Comedy,6.2,Dermot Mulroney
Thank You for Smoking,Comedy,7.6,Aaron Eckhart
Hide and Seek,Drama,6.0,Robert De Niro
Cursed,Comedy,5.0,Christina Ricci
Miss Congeniality 2: Armed & Fabulous,Action,5.1,Sandra Bullock
Bad News Bears,Comedy,5.8,Billy Bob Thornton
Fever Pitch,Comedy,6.2,Drew Barrymore
Kinky Boots,Comedy,7.1,Chiwetel Ejiofor
xXx: State of the Union,Action,4.5,Ice Cube
Syriana,Drama,6.9,George Clooney
North Country,Drama,7.3,Charlize Theron
Derailed,Crime,6.6,Clive Owen
Romance & Cigarettes,Comedy,6.2,James Gandolfini
The Perfect Man,Comedy,5.5,Hilary Duff
Unleashed,Action,7.0,Jet Li
Hostage,Action,6.5,Bruce Willis
The Greatest Game Ever Played,Biography,7.4,Shia LaBeouf
Caché (Hidden),Drama,7.3,Daniel Auteuil
Get Rich or Die Tryin',Biography,5.4,50 Cent
Bewitched,Comedy,4.8,Nicole Kidman
Hoodwinked,Animation,6.4,Anne Hathaway
Adam's Apples,Comedy,7.8,Ulrich Thomsen
BloodRayne,Action,2.9,Kristanna Loken
The Three Burials of Melquiades Estrada,Adventure,7.4,Tommy Lee Jones
Feast,Action,6.3,Navi Rawat
Goal! The Dream Begins,Adventure,6.7,Kuno Becker
The Notorious Bettie Page,Biography,6.5,Gretchen Mol
Man-Thing,Action,4.0,Jack Thompson
"Good Night, and Good Luck.",Biography,7.4,David Strathairn
Ice Princess,Comedy,6.0,Michelle Trachtenberg
A Lot Like Love,Comedy,6.6,Ashton Kutcher
Cry Wolf,Drama,5.8,Julian Morris
The Proposition,Crime,7.3,Ray Winstone
The World's Fastest Indian,Biography,7.8,Anthony Hopkins
Stealth,Action,5.1,Josh Lucas
Hustle & Flow,Crime,7.3,Terrence Howard
The Matador,Comedy,6.7,Pierce Brosnan
In Her Shoes,Comedy,6.4,Toni Collette
The Fog,Horror,3.7,Tom Welling
Because of Winn-Dixie,Comedy,6.3,AnnaSophia Robb
Where the Truth Lies,Crime,6.5,Kevin Bacon
Must Love Dogs,Comedy,5.9,Diane Lane
Guess Who,Comedy,5.9,Ashton Kutcher
The Ballad of Jack and Rose,Drama,6.6,Daniel Day-Lewis
Stay,Drama,6.8,Ewan McGregor
The Great Raid,Action,6.7,Benjamin Bratt
Venom,Horror,4.6,Agnes Bruckner
Tideland,Drama,6.5,Jeff Bridges
Roll Bounce,Comedy,6.2,Shad Moss
Alone in the Dark,Action,2.4,Christian Slater
An American Haunting,Drama,5.1,Donald Sutherland
Supercross,Action,4.3,Steve Howey
Oliver Twist,Crime,6.8,Barney Clark
White Noise,Drama,5.5,Michael Keaton
Are We There Yet?,Adventure,4.7,Ice Cube
The Protector,Action,7.1,Tony Jaa
Proof,Drama,6.7,Gwyneth Paltrow
Last Days,Drama,5.8,Michael Pitt
Racing Stripes,Adventure,5.2,Frankie Muniz
A Sound of Thunder,Action,4.2,Edward Burns
The Weather Man,Comedy,6.5,Nicolas Cage
Keeping Mum,Comedy,6.8,Rowan Atkinson
Angel-A,Comedy,7.1,Rie Rasmussen
An Unfinished Life,Drama,7.0,Jennifer Lopez
Boogeyman,Drama,4.2,Barry Watson
Fierce People,Drama,6.5,Diane Lane
Asylum,Drama,6.1,Natasha Richardson
Me and You and Everyone We Know,Comedy,7.3,John Hawkes
Transamerica,Adventure,7.4,Felicity Huffman
The Lost City,Drama,6.6,Andy Garcia
Beauty Shop,Comedy,5.6,Queen Latifah
The Upside of Anger,Comedy,6.8,Joan Allen
The Chumscrubber,Comedy,6.9,Jamie Bell
The Man,Action,5.6,Samuel L. Jackson
Valiant,Animation,5.5,Ewan McGregor
Prime,Comedy,6.2,Uma Thurman
Manderlay,Drama,7.3,Bryce Dallas Howard
Junebug,Comedy,6.9,Embeth Davidtz
Dominion,Drama,5.2,Stellan Skarsgård
Battle in Heaven,Crime,5.6,Marcos Hernández
Little Manhattan,Comedy,7.5,Josh Hutcherson
Dreamer,Drama,6.8,Kurt Russell
Black,Drama,8.2,Amitabh Bachchan
Factotum,Comedy,6.6,Matt Dillon
Beowulf & Grendel,Action,5.8,Hringur Ingvarsson
Joyeux Noel,Drama,7.7,Diane Kruger
Dirty Love,Comedy,3.6,Jenny McCarthy
Everything Is Illuminated,Comedy,7.4,Elijah Wood
Thumbsucker,Comedy,6.6,Lou Taylor Pucci
Rebound,Comedy,5.2,Martin Lawrence
The Departed,Crime,8.5,Leonardo DiCaprio
The Fast and the Furious: Tokyo Drift,Action,6.0,Lucas Black
Talladega Nights: the Ballad of Ricky Bobby,Comedy,6.6,Will Ferrell
The Prestige,Drama,8.5,Christian Bale
Cars,Animation,7.1,Owen Wilson
300,Action,7.6,Gerard Butler
The Devil Wears Prada,Comedy,6.9,Anne Hathaway
Casino Royale,Action,8.0,Daniel Craig
Pan's Labyrinth,Drama,8.2,Ivana Baquero
Pirates of the Caribbean: Dead Man's Chest,Action,7.3,Johnny Depp
Idiocracy,Adventure,6.6,Luke Wilson
Apocalypto,Action,7.8,Gerardo Taracena
She's the Man,Comedy,6.3,Amanda Bynes
Little Children,Drama,7.5,Kate Winslet
Children of Men,Adventure,7.9,Julianne Moore
The Da Vinci Code,Mystery,6.6,Tom Hanks
The Pursuit of Happyness,Biography,8.0,Will Smith
Little Miss Sunshine,Comedy,7.8,Steve Carell
The Last King of Scotland,Biography,7.7,James McAvoy
Blood Diamond,Adventure,8.0,Leonardo DiCaprio
The Lives of Others,Drama,8.4,Ulrich Mühe
Night at the Museum,Adventure,6.4,Ben Stiller
Mission: Impossible III,Action,6.9,Tom Cruise
Marie Antoinette,Biography,6.5,Kirsten Dunst
Inside Man,Crime,7.6,Denzel Washington
Running Scared,Action,7.3,Paul Walker
Accepted,Comedy,6.4,Justin Long
Superman Returns,Action,6.0,Brandon Routh
Slither,Comedy,6.5,Nathan Fillion
Nacho Libre,Comedy,5.8,Jack Black
The Covenant,Action,5.3,Steven Strait
The Hills Have Eyes,Horror,6.4,Ted Levine
The Fountain,Drama,7.2,Hugh Jackman
X-Men: the Last Stand,Action,6.7,Patrick Stewart
Underworld: Evolution,Action,6.7,Kate Beckinsale
Click,Comedy,6.4,Adam Sandler
The Holiday,Comedy,6.9,Kate Winslet
Silent Hill,Horror,6.5,Radha Mitchell
Basic Instinct 2,Drama,4.3,Sharon Stone
The Black Dahlia,Crime,5.6,Josh Hartnett
Perfume: The Story of a Murderer,Crime,7.5,Ben Whishaw
Lucky Number Slevin,Crime,7.7,Josh Hartnett
Smokin' Aces,Action,6.7,Jeremy Piven
This Is England,Crime,7.7,Thomas Turgoose
Cashback,Comedy,7.1,Sean Biggerstaff
Deja Vu,Action,7.0,Denzel Washington
Grandma's Boy,Comedy,7.0,Allen Covert
RV,Adventure,5.5,Robin Williams
Tenacious D in the Pick of Destiny,Adventure,6.8,Jack Black
Black Book,Drama,7.7,Carice van Houten
Stick It,Comedy,6.4,Missy Peregrym
Step Up,Crime,6.5,Channing Tatum
The Host,Action,7.1,Kang-ho Song
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,7.3,Sacha Baron Cohen
Snakes on a Plane,Action,5.4,Samuel L. Jackson
Lady in the Water,Drama,5.5,Paul Giamatti
Crank,Action,6.9,Jason Statham
The Illusionist,Drama,7.6,Edward Norton
Over the Hedge,Animation,6.7,Bruce Willis
Final Destination 3,Horror,5.8,Mary Elizabeth Winstead
Stranger Than Fiction,Comedy,7.5,Will Ferrell
Alpha Dog,Biography,6.9,Emile Hirsch
Aquamarine,Comedy,5.4,Emma Roberts
Scary Movie 4,Comedy,5.1,Anna Faris
The Fall,Adventure,7.9,Lee Pace
John Tucker Must Die,Comedy,5.8,Jesse Metcalfe
The Good Shepherd,Drama,6.7,Matt Damon
Rocky Balboa,Action,7.1,Sylvester Stallone
Eragon,Action,5.1,Ed Speleers
Dreamgirls,Drama,6.5,Beyoncé
The Queen,Biography,7.3,Helen Mirren
Babel,Drama,7.4,Brad Pitt
A Good Year,Comedy,7.0,Russell Crowe
Miami Vice,Action,6.0,Colin Farrell
Saw III,Crime,6.2,Tobin Bell
Happy Feet,Animation,6.4,Elijah Wood
The Texas Chainsaw Massacre: the Beginning,Horror,5.8,Jordana Brewster
Black Snake Moan,Drama,6.9,Christina Ricci
Paprika,Animation,7.7,Megumi Hayashibara
Monster House,Animation,6.6,Mitchel Musso
Scoop,Comedy,6.6,Scarlett Johansson
